pause_count,longest_pause,pause_rate,pitch_jump_count,pitch_range,pitch_skewness,pitch_std,mfcc13_microstress,flux_spikes,energy_range,pitch_entropy,spectral_rolloff,prediction
65,0.12,20.061728395061728,33,83.77158374666257,0.5048863847702862,75.86172797853995,39.93583507318585,81,0.342760635780337,1.3675743326607253,5061.567433906302,Lie
